mol_id,pubchem_sid,mol_name,smiles,formula_calcd,anionic
C01593,4748,Limonoate,CC1(C)O[C@@H](CC(=O)O)[C@]2(CO)[C@H]3CC[C@@](C)([C@@H](O)c4ccoc4)[C@@]4(O[C@@H]4C(=O)O)[C@]3(C)C(=O)C[C@@H]12,C26H34O10,"['[O;H,-]C(=O)']"
C09668,11858,Fumagillin,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,C26H34O7,"['[O;H,-]C(=O)']"
C19867,135626334,beta-D-Glucosyl crocetin,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C26H34O9,"['[O;H,-]C(=O)']"
C04251,6916,Deoxylimononic acid D-ring-lactone,CC1=C2CC(=O)O[C@@H](c3ccoc3)[C@]2(C)CC[C@@H]1[C@@]1(CO)[C@H](CC(=O)O)OC(C)(C)[C@@H]1CC(=O)O,C26H34O9,"['[O;H,-]C(=O)']"
C11061,13243,all-trans-Retinoyl-beta-glucuronide; Retinoyl glucuronide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1,C26H36O8,"['[O;H,-]C(=O)']"
C21847,,4'-O-Demethylsordarin,CC(C)C1=CC2C[C@]3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@]13C(=O)O,C26H38O8,"['[O;H,-]C(=O)']"
C21952,376218985,"(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenoic acid; 8Z,11Z,14Z,17Z,20Z,23Z-Hexacosahexaenoic acid; (8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosa-8,11,14,17,20,23-hexaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,C26H40O2,"['[O;H,-]C(=O)']"
C18217,103061399,16-Feruloyloxypalmitate; 16-Feruloyloxypalmitic acid,COc1cc(/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)O)ccc1O,C26H40O6,"['[O;H,-]C(=O)']"
C11301,13476,Sulfoglycolithocholate; Glycolithocholate 3-sulfate; Sulfolithocholylglycine,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C,C26H42NO7S-,"['[O-]', '[O;H,-]C(=O)', '[O-]S(=O)(=O)O', 'O=S(=O)(O)']"
C21948,376218981,"Shibic acid; 11Z,14Z,17Z,20Z,23Z-Hexacosapentaenoic acid; (11Z,14Z,17Z,20Z,23Z)-Hexacosapentaenoic acid; (11Z,14Z,17Z,20Z,23Z)-Hexacosa-11,14,17,20,23-pentaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,C26H42O2,"['[O;H,-]C(=O)']"
C21964,376218997,"(8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenoic acid; 8Z,11Z,14Z,17Z,20Z-Hexacosapentaenoic acid; (8Z,11Z,14Z,17Z,20Z)-Hexacosa-8,11,14,17,20-pentaenoic acid",CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,C26H42O2,"['[O;H,-]C(=O)']"
C15557,17396549,Glycolithocholate; Glycolithocholic acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H43NO4,"['[O;H,-]C(=O)']"
C05466,7826,Glycochenodeoxycholate; Glycochenodeoxycholic acid; Chenodeoxyglycocholate,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H43NO5,"['[O;H,-]C(=O)']"
C05464,7824,"Glycodeoxycholate; Glycodeoxycholic acid; 3alpha,12alpha-Dihydroxy-5beta-cholan-24-oylglycine",C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C26H43NO5,"['[O;H,-]C(=O)']"
C01921,5027,"Glycocholate; Glycocholic acid; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oylglycine",C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C26H43NO6,"['[O;H,-]C(=O)']"
C15559,17396551,Glycochenodeoxycholate 7-sulfate,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](OS(=O)(=O)O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H43NO8S,"['[O;H,-]C(=O)', 'O=S(=O)(O)']"
C21960,376218993,"(11Z,14Z,17Z,20Z)-Hexacosatetraenoic acid; 11Z,14Z,17Z,20Z-Hexacosatetraenoic acid; (11Z,14Z,17Z,20Z)-Hexacosa-11,14,17,20-tetraenoic acid",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,C26H44O2,"['[O;H,-]C(=O)']"
C15636,17396626,6-Ethylchenodeoxycholic acid; 6-ECDCA; 6-Ethyl-CDCA; 6alpha-Ethyl-chenodeoxycholic acid,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,C26H44O4,"['[O;H,-]C(=O)']"
C11758,13922,Mupirocin; Pseudomonic acid A,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C26H44O9,"['[O;H,-]C(=O)']"
C02592,5584,Taurolithocholate; Taurolithocholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H45NO5S,['O=S(=O)(O)']
C16868,96023383,"Tauroursodeoxycholic acid; N-(3alpha,7beta-Dihydroxy-5beta-cholan-24-oyl)-taurine",C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H45NO6S,['O=S(=O)(O)']
C05463,7823,Taurodeoxycholate; Taurodeoxycholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C26H45NO6S,['O=S(=O)(O)']
C05465,7825,Taurochenodeoxycholate; Taurochenodeoxycholic acid; Chenodeoxycholoyltaurine,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H45NO6S,['O=S(=O)(O)']
C05122,7544,Taurocholate; Taurocholic acid; Cholyltaurine,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2C3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C26H45NO7S,['O=S(=O)(O)']
C15516,17396508,"Taurohyocholate; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine",C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H45NO7S,['O=S(=O)(O)']
C03642,6424,Taurolithocholate sulfate; 3alpha-Sulfatolithocholyltaurine; Taurolithocholic acid 3-sulfate,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H45NO8S2,['O=S(=O)(O)']
C05683,7990,Ciliatocholate; Ciliatocholic acid; 2-Aminoethylphosphocholate,C[C@H](CCC(=O)NCCP(=O)(O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C26H46NO7P,['[P](=O)(O)(O)']
C17278,376218949,Ximenic acid; (17Z)-Hexacosenoic acid; 17Z-Hexacosenoic acid; (17Z)-Hexacos-17-enoic acid; (Z)-Hexacos-17-enoic acid,CCCCCCCC/C=C\CCCCCCCCCCCCCCCC(=O)O,C26H50O2,"['[O;H,-]C(=O)']"
C21931,376218964,Cerotic acid; Hexacosanoic acid,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,C26H52O2,"['[O;H,-]C(=O)']"
C06776,8996,11-O-Demethylpradimicinone I,Cc1cc2c(c(O)c1C(=O)NC(C)C(=O)O)-c1c(cc3c(c1O)C(=O)c1cc(O)cc(O)c1C3=O)[C@H](O)[C@H]2O,C27H21NO11,"['[O;H,-]C(=O)']"
C06778,8998,11-O-Demethylpradimicinone II; Benamicin C,Cc1cc2c(c(O)c1C(=O)NC(C)C(=O)O)-c1c(O)c3c(c(O)c1[C@H](O)[C@H]2O)C(=O)c1c(O)cc(O)cc1C3=O,C27H21NO12,"['[O;H,-]C(=O)']"
C08745,10938,Lithospermic acid,O=C(/C=C/c1ccc(O)c2c1C(C(=O)O)C(c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,C27H22O12,"['[O;H,-]C(=O)']"
C16288,47205596,"Pelargonidin 3-O-3'',6''-O-dimalonylglucoside",O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](OC(=O)CC(=O)O)[C@@H]1O,C27H25O16+,"['[O;H,-]C(=O)']"
C16289,47205597,"Cyanidin 3-O-3'',6''-O-dimalonylglucoside",O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](OC(=O)CC(=O)O)[C@@H]1O,C27H25O17+,"['[O;H,-]C(=O)']"
C16290,47205598,"Delphinidin 3-O-3'',6''-O-dimalonylglucoside",O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](OC(=O)CC(=O)O)[C@@H]1O,C27H25O18+,"['[O;H,-]C(=O)']"
C12632,583022,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]; Luteolin 7-O-beta-D-diglucuronide,O=C(O)[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C27H26O18,"['[O;H,-]C(=O)']"
C19762,135626229,Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside,O=C(O)[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C27H29O17+,"['[O;H,-]C(=O)']"
C00549,3830,RNA (poly(U)),O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OC3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)OC3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C27H34N6O22P2,['[P](=O)(O)(O)']
C08581,10774,Azafrin,CC(/C=C/C=C(C)/C=C/[C@@]1(O)C(C)(C)CCC[C@@]1(C)O)=C\C=C\C=C(C)\C=C\C(=O)O,C27H38O4,"['[O;H,-]C(=O)']"
C21076,295369338,"Delta4-Dafachronic acid; (25S),26-3-Keto-4-cholestenoic acid; (25S)-Delta4-Dafachronic acid; (25S)-3-Oxocholest-4-en-26-oate",C[C@H](CCC[C@H](C)C(=O)O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C27H42O3,"['[O;H,-]C(=O)']"
C21077,295369339,"Delta7-Dafachronic acid; 3-Keto-7,(5alpha)-cholestenoic acid; (25S)-Delta7-Dafachronic acid",C[C@H](CCC[C@H](C)C(=O)O)[C@H]1CC[C@H]2C3=CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C27H42O3,"['[O;H,-]C(=O)']"
C20839,254741305,(25R)-3-Oxocholest-4-en-26-oate; 3-Oxo-4-cholesten-26-oate; 3-Oxo-4-cholesten-26-oic acid,C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,C27H42O3,"['[O;H,-]C(=O)']"
C17337,96023698,7alpha-Hydroxy-3-oxo-4-cholestenoate,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,C27H42O4,"['[O;H,-]C(=O)']"
C17333,96023695,3beta-Hydroxy-5-cholestenoate; 3beta-Hydroxycholest-5-en-27-oic acid,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,C27H44O3,"['[O;H,-]C(=O)']"
C17335,96023696,"3beta,7alpha-Dihydroxy-5-cholestenoate; 3beta,7alpha-Dihydroxy-5-cholesten-26-oic acid",CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,C27H44O4,"['[O;H,-]C(=O)']"
C04554,7159,"3alpha,7alpha-Dihydroxy-5beta-cholestanate; 3alpha,7alpha-Dihydroxy-5beta-cholestanoate",CC(CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)O,C27H46O4,"['[O;H,-]C(=O)']"
C18043,96024263,Cholesterol sulfate; Cholest-5-en-3beta-ol sulfate,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,C27H46O4S,['O=S(=O)(O)']
C04722,7294,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate",CC(CCC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)O,C27H46O5,"['[O;H,-]C(=O)']"
C05468,7828,5beta-Cyprinolsulfate,CC(CCCC(CO)COS(=O)(=O)O)C1CCC2C3C(C[C@H](O)C12C)C1(C)CC[C@@H](O)CC1C[C@H]3O,C27H48O8S,['O=S(=O)(O)']
C16261,47205569,5beta-Scymnol sulfate,C[C@H](CC[C@@H](O)C(CO)COS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C27H48O9S,['O=S(=O)(O)']
C15635,17396625,GW 4064; GW-4064,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,C28H22Cl3NO4,"['[O;H,-]C(=O)']"
C06777,8997,Pradimicinone I,COc1cc(O)c2c(c1)C(=O)c1c(cc3c(c1O)-c1c(cc(C)c(C(=O)NC(C)C(=O)O)c1O)[C@H](O)[C@H]3O)C2=O,C28H23NO11,"['[O;H,-]C(=O)']"
C06779,8999,11-O-Demethyl-7-methoxypradimicinone II,COc1c2c(c(O)c3c1[C@H](O)[C@@H](O)c1cc(C)c(C(=O)NC(C)C(=O)O)c(O)c1-3)C(=O)c1cc(O)cc(O)c1C2=O,C28H23NO12,"['[O;H,-]C(=O)']"
C06780,9000,Pradimicinone II,COc1cc(O)c2c(c1)C(=O)c1c(O)c3c(c(O)c1C2=O)[C@H](O)[C@@H](O)c1cc(C)c(C(=O)NC(C)C(=O)O)c(O)c1-3,C28H23NO12,"['[O;H,-]C(=O)']"
C13024,583413,Cefpimizole sodium,O=C([O-])C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CS[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3c[nH]c(C(=O)O)n3)c3ccccc3)C(=O)N12.[Na+],C28H25N6NaO10S2,"['[O-]', '[O;H,-]C(=O)', 'O=S(=O)(O)']"
C15624,17396614,GW 2433,CC(C)(Oc1ccc(CCCN(CCc2c(F)cccc2Cl)C(=O)Nc2cccc(Cl)c2Cl)cc1)C(=O)O,C28H28Cl3FN2O4,"['[O;H,-]C(=O)']"
C11376,13550,SN38 glucuronide; SN-38G,CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,C28H28N2O11,"['[O;H,-]C(=O)']"
C11375,13549,SN38 glucuronide carboxylate form,CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc([C@@](O)(CC)C(=O)[O-])c(CO)c(=O)n1C2,C28H29N2O12-,"['[O-]', '[O;H,-]C(=O)']"
C03183,6062,Z-Gly-Pro-Leu-Gly-Pro; Carbobenzoxyglycyl-prolyl-leucyl-glycyl-proline; N-[(Phenylmethoxy)carbonyl]glycyl-L-prolyl-L-leucylglycyl-L-proline,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)OCc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,C28H39N5O8,"['[O;H,-]C(=O)']"
C22053,384585113,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate; UDP-MurNAc-L-Ala-L-Glu,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C28H43N5O23P2,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C00692,3960,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)O,C28H43N5O23P2,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C15687,47205013,Borrelidin,C[C@@H]1C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O[C@@H]([C@@H]2CCC[C@H]2C(=O)O)C/C=C/C=C(/C#N)[C@H](O)[C@@H](C)C1,C28H43NO6,"['[O;H,-]C(=O)']"
C21958,376218991,"(10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenoic acid; 10Z,13Z,16Z,19Z,22Z,25Z-Octacosahexaenoic acid; (10Z,13Z,16Z,19Z,22Z,25Z)-Octacosa-10,13,16,19,22,25-hexaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)O,C28H44O2,"['[O;H,-]C(=O)']"
C22112,405226304,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol",CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)[C@@H]1CC3,C28H44O3,"['[O;H,-]C(=O)']"
C21966,376218999,"(10Z,13Z,16Z,19Z,22Z)-Octacosapentaenoic acid; 10Z,13Z,16Z,19Z,22Z-Octacosapentaenoic acid; (10Z,13Z,16Z,19Z,22Z)-Octacosa-10,13,16,19,22-pentaenoic acid",CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)O,C28H46O2,"['[O;H,-]C(=O)']"
C21950,376218983,"(13Z,16Z,19Z,22Z,25Z)-Octacosapentaenoic acid; 13Z,16Z,19Z,22Z,25Z-Octacosapentaenoic acid; (13Z,16Z,19Z,22Z,25Z)-Octacosa-13,16,19,22,25-pentaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O,C28H46O2,"['[O;H,-]C(=O)']"
C04746,7316,3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C(=O)O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C28H46O3,"['[O;H,-]C(=O)']"
C21962,376218995,"(13Z,16Z,19Z,22Z)-Octacosatetraenoic acid; 13Z,16Z,19Z,22Z-Octacosatetraenoic acid; (13Z,16Z,19Z,22Z)-Octacosa-13,16,19,22-tetraenoic acid",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O,C28H48O2,"['[O;H,-]C(=O)']"
C22513,,sn-3-O-(Farnesylgeranyl)glycerol 1-phosphate,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@H](O)COP(=O)(O)O,C28H49O6P,['[P](=O)(O)(O)']
C22176,405226367,"2-O-Sulfo-2'-palmitoyl-alpha,alpha-trehalose",CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OS(=O)(=O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,C28H52O15S,['O=S(=O)(O)']
C22000,384585061,(R)-3-(Tetradecanoyloxy)tetradecanoic acid; (R)-3-(Myristoyloxy)myristic acid,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O,C28H54O4,"['[O;H,-]C(=O)']"
C04103,6794,13-beta-D-Glucosyloxydocosanoate; 13-(beta-D-Glucosyloxy)docosanoic acid,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C28H54O8,"['[O;H,-]C(=O)']"
C21933,376218966,Montanic acid; Octacosanoic acid,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,C28H56O2,"['[O;H,-]C(=O)']"
C06781,9001,7-Methoxypradimicinone II,COc1cc(O)c2c(c1)C(=O)c1c(O)c3c(c(OC)c1C2=O)[C@H](O)[C@@H](O)c1cc(C)c(C(=O)NC(C)C(=O)O)c(O)c1-3,C29H25NO12,"['[O;H,-]C(=O)']"
C05622,7939,Malonylapiin; Apigenin 7-O-[beta-D-apiosyl-(1->2)-(6-malonyl-beta-D-glucoside)],O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,C29H30O17,"['[O;H,-]C(=O)']"
C12961,583350,Dexamethazone metasulfobenzoate sodium; Dexamethasone metasulfobenzoate sodium,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+],C29H32FNaO9S,"['[O-]', 'O=S(=O)(O)']"
C00876,4132,Coenzyme F420; Oxidized coenzyme F420; Coenzyme gamma-F420-2,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,C29H36N5O18P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C08965,11157,Pfaffic acid,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@]6(C)CC[C@]5(C(=O)O)[C@H]6C[C@@]4(C)[C@]3(C)CC[C@@H]12,C29H44O3,"['[O;H,-]C(=O)']"
C15622,17396612,GW 7647,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,C29H46N2O3S,"['[O;H,-]C(=O)']"
C22119,405226311,"3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate",C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C(=O)O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,C29H46O3,"['[O;H,-]C(=O)']"
C15808,47205133,"4alpha-Methylzymosterol-4-carboxylate; 4alpha-Carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol",CC(C)=CCC[C@@H](C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@@H]1CC3,C29H46O3,"['[O;H,-]C(=O)']"
C04840,7398,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@](C)(CC[C@H](O)[C@@]4(C)C(=O)O)[C@H]3CC[C@]12C,C29H48O3,"['[O;H,-]C(=O)']"
C17159,96023602,Halistanol sulfate,C[C@H](CC[C@H](C)C(C)(C)C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OS(=O)(=O)O)[C@H]4C[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@]4(C)[C@H]3CC[C@]12C,C29H52O12S3,['O=S(=O)(O)']
C17478,96023826,Calcium oxalate,O=C([O-])C(=O)[O-].[Ca+2],C2CaO4,"['[O-]', '[O;H,-]C(=O)']"
C18808,124489482,TCA-sodium; Trichloroacetic acid sodium,O=C([O-])C(Cl)(Cl)Cl.[Na+],C2Cl3NaO2,"['[O-]', '[O;H,-]C(=O)']"
C20123,135626583,"Dibromoacetic acid; 2,2-Dibromoacetic acid; DBAA",O=C(O)C(Br)Br,C2H2Br2O2,"['[O;H,-]C(=O)']"
C19212,124489884,Bromochloroacetic acid,O=C(O)C(Cl)Br,C2H2BrClO2,"['[O;H,-]C(=O)']"
C18586,124489260,"Calcium formate; Formic acid, calcium salt",O=C[O-].O=C[O-].[Ca+2],C2H2CaO4,"['[O-]', '[O;H,-]C(=O)']"
